"","ResultAnalyticalMethod.MethodIdentifier","ResultAnalyticalMethod.MethodIdentifierContext","OrganizationIdentifier","OrganizationFormalName","ActivityIdentifier","ActivityTypeCode","ActivityMediaName","ActivityMediaSubdivisionName","ActivityStartDate","ActivityStartTime.Time","ActivityStartTime.TimeZoneCode","ActivityEndDate","ActivityEndTime.Time","ActivityEndTime.TimeZoneCode","ActivityRelativeDepthName","ActivityDepthHeightMeasure.MeasureValue","ActivityDepthHeightMeasure.MeasureUnitCode","ActivityDepthAltitudeReferencePointText","ActivityTopDepthHeightMeasure.MeasureValue","ActivityTopDepthHeightMeasure.MeasureUnitCode","ActivityBottomDepthHeightMeasure.MeasureValue","ActivityBottomDepthHeightMeasure.MeasureUnitCode","ProjectIdentifier","ProjectName","ActivityConductingOrganizationText","MonitoringLocationIdentifier","MonitoringLocationName","ActivityCommentText","SampleAquifer","HydrologicCondition","HydrologicEvent","ActivityLocation.LatitudeMeasure","ActivityLocation.LongitudeMeasure","SampleCollectionMethod.MethodIdentifier","SampleCollectionMethod.MethodIdentifierContext","SampleCollectionMethod.MethodName","SampleCollectionMethod.MethodDescriptionText","SampleCollectionEquipmentName","ResultIdentifier","ResultDetectionConditionText","MethodSpeciationName","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultMeasure.MeasureUnitCode","MeasureQualifierCode","ResultStatusIdentifier","StatisticalBaseCode","ResultValueTypeName","ResultWeightBasisText","ResultTimeBasisText","ResultTemperatureBasisText","ResultParticleSizeBasisText","DataQuality.PrecisionValue","DataQuality.BiasValue","DataQuality.ConfidenceIntervalValue","DataQuality.UpperConfidenceLimitValue","DataQuality.LowerConfidenceLimitValue","ResultCommentText","USGSPCode","ResultDepthHeightMeasure.MeasureValue","ResultDepthHeightMeasure.MeasureUnitCode","ResultDepthAltitudeReferencePointText","SubjectTaxonomicName","SampleTissueAnatomyName","BinaryObjectFileName","BinaryObjectFileTypeCode","ResultFileUrl","ResultAnalyticalMethod.MethodName","ResultAnalyticalMethod.MethodUrl","ResultAnalyticalMethod.MethodDescriptionText","LaboratoryName","AnalysisStartDate","ResultLaboratoryCommentText","ResultDetectionQuantitationLimitUrl","DetectionQuantitationLimitTypeName","DetectionQuantitationLimitMeasure.MeasureValue","DetectionQuantitationLimitMeasure.MeasureUnitCode","LabSamplePreparationUrl","LastUpdated","ProviderName","timeZoneStart","timeZoneEnd","ActivityStartDateTime","ActivityEndDateTime","MonitoringLocationTypeName","MonitoringLocationDescriptionText","HUCEightDigitCode","DrainageAreaMeasure.MeasureValue","DrainageAreaMeasure.MeasureUnitCode","ContributingDrainageAreaMeasure.MeasureValue","ContributingDrainageAreaMeasure.MeasureUnitCode","LatitudeMeasure","LongitudeMeasure","SourceMapScaleNumeric","HorizontalAccuracyMeasure.MeasureValue","HorizontalAccuracyMeasure.MeasureUnitCode","HorizontalCollectionMethodName","HorizontalCoordinateReferenceSystemDatumName","VerticalMeasure.MeasureValue","VerticalMeasure.MeasureUnitCode","VerticalAccuracyMeasure.MeasureValue","VerticalAccuracyMeasure.MeasureUnitCode","VerticalCollectionMethodName","VerticalCoordinateReferenceSystemDatumName","CountryCode","StateCode","CountyCode","AquiferName","LocalAqfrName","FormationTypeText","AquiferTypeName","ConstructionDateText","WellDepthMeasure.MeasureValue","WellDepthMeasure.MeasureUnitCode","WellHoleDepthMeasure.MeasureValue","WellHoleDepthMeasure.MeasureUnitCode","MethodSpecificationName","ProjectDescriptionText","SamplingDesignTypeCode","QAPPApprovedIndicator","QAPPApprovalAgencyName","ProjectFileUrl","ProjectMonitoringLocationWeightingUrl","Removed","tab","TADA.ResultValueAboveUpperThreshold.Flag","TADA.ResultValueBelowLowerThreshold.Flag","TADA.LatitudeMeasure","TADA.LongitudeMeasure","TADA.InvalidCoordinates.Flag","TADA.QAPPDocAvailable","TADA.ActivityMediaName","TADA.CharacteristicName","TADA.AggregatedContinuousData.Flag","TADA.ResultMeasureValue","TADA.ResultMeasureValueDataTypes.Flag","TADA.ResultMeasure.MeasureUnitCode","TADA.ResultUnit.Flag","TADA.MethodSpecificationName","TADA.AnalyticalMethod.Flag","TADA.MethodSpeciation.Flag","TADA.ResultSampleFractionText","TADA.SampleFraction.Flag","TADA.DetectionQuantitationLimitMeasure.MeasureValue","TADA.DetectionQuantitationLimitMeasure.MeasureUnitCode","TADA.DetectionQuantitationLimitMeasure.MeasureValueDataTypes.Flag","TADA.ActivityDepthHeightMeasure.MeasureValue","TADA.ActivityDepthHeightMeasure.MeasureUnitCode","TADA.ActivityDepthHeightMeasure.MeasureValueDataTypes.Flag","TADA.ActivityTopDepthHeightMeasure.MeasureValue","TADA.ActivityTopDepthHeightMeasure.MeasureUnitCode","TADA.ActivityTopDepthHeightMeasure.MeasureValueDataTypes.Flag","TADA.ActivityBottomDepthHeightMeasure.MeasureValue","TADA.ActivityBottomDepthHeightMeasure.MeasureUnitCode","TADA.ActivityBottomDepthHeightMeasure.MeasureValueDataTypes.Flag","TADA.CensoredData.Flag"
"233","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02201561","Sample-Routine","Water","Surface Water",2022-09-06,"12:00:00","MDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey","USGS-410401112134801",NA,NA,NA,"Stable, low stage","Routine sample",NA,NA,"40","USGS parameter code 82398","Multiple verticals",NA,"US DH-95 plastic bottle","NWIS-124242217","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.044,"mg/l asNO3",NA,NA,"NWIS",6,NA,2022-09-06 18:00:00,NA,"Lake, Reservoir, Impoundment",NA,"16020310",NA,NA,NA,NA,"41.06688640000000","-112.2307802000000",NA,"1","seconds","Interpolated from MAP.","NAD83",NA,NA,NA,NA,NA,NA,"US","49","011",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",41.0668864,-112.2307802,"OK","N","WATER","NITRATE","Unknown",0.044,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.044,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"234","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02200679","Sample-Routine","Water","Surface Water",2022-03-17,"12:45:00","MDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-10010026",NA,NA,NA,"Stable, low stage","Routine sample",NA,NA,"15","USGS parameter code 82398","10 or more equal width verticals, equal non-iso transit rate limited by velocity",NA,"US DH-95 plastic bottle","NWIS-123231770","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.354,"mg/l asNO3",NA,NA,"NWIS",6,NA,2022-03-17 18:45:00,NA,"Lake, Reservoir, Impoundment",NA,"16020310",NA,NA,NA,NA,"41.22086110000000","-112.7663889000000",NA,".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4216.93,"feet",0.1,"feet","Reported method of determination.","NAVD88","US","49","003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",41.2208611,-112.7663889,"OK","N","WATER","NITRATE","Unknown",0.354,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.354,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"235","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02200972","Sample-Routine","Water","Surface Water",2022-04-13,"12:30:00","MDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-10010060",NA,NA,NA,"Stable, normal stage","Routine sample",NA,NA,"15","USGS parameter code 82398","10 or more equal width verticals, equal non-iso transit rate limited by velocity",NA,"US DH-81","NWIS-123515609","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.044,"mg/l asNO3",NA,NA,"NWIS",6,NA,2022-04-13 18:30:00,NA,"Lake, Reservoir, Impoundment",NA,"16020310",NA,NA,NA,NA,"41.23410640000000","-112.3371697000000",NA,".5","seconds","Interpolated from MAP.","NAD83",4210,"feet",10,"feet","Interpolated from topographic map.","NGVD29","US","49","003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",41.2341064,-112.3371697,"OK","N","WATER","NITRATE","Unknown",0.044,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.044,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"236","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02201390","Sample-Routine","Water","Surface Water",2022-08-02,"13:15:00","MDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey","USGS-09234500",NA,NA,NA,"Stable, normal stage","Routine sample",NA,NA,"10","USGS parameter code 82398","Equal width increment (ewi)",NA,"US DH-95 plastic bottle","NWIS-123997329","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.044,"mg/l asNO3",NA,NA,"NWIS",6,NA,2022-08-02 19:15:00,NA,"Stream",NA,"14040106",19400,"sq mi",15100,"sq mi","40.90829296000000","-109.4229140000000","24000","1","seconds","Interpolated from MAP.","NAD83",5594.21,"feet",0.12,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US","49","009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.90829296,-109.422914,"OK","N","WATER","NITRATE","Unknown",0.044,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.044,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"237","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02200680","Sample-Routine","Water","Surface Water",2022-03-17,"13:00:00","MDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-10010025",NA,NA,NA,"Stable, low stage","Not applicable",NA,NA,"20","USGS parameter code 82398","Equal discharge increment (edi)",NA,"US DH-95 plastic bottle","NWIS-123231846","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.354,"mg/l asNO3",NA,NA,"NWIS",6,NA,2022-03-17 19:00:00,NA,"Lake, Reservoir, Impoundment",NA,"16020310",NA,NA,NA,NA,"41.22086110000000","-112.7663889000000","24000",".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4216.93,"feet",0.1,"feet","Reported method of determination.","NAVD88","US","49","003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",41.2208611,-112.7663889,"OK","N","WATER","NITRATE","Unknown",0.354,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.354,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"238","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02201355","Sample-Routine","Water","Surface Water",2022-07-22,"13:00:00","MDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-10010025",NA,NA,NA,"Stable, low stage","Not applicable",NA,NA,"40","USGS parameter code 82398","Multiple verticals",NA,"US DH-95 plastic bottle","NWIS-123989257","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.354,"mg/l asNO3",NA,NA,"NWIS",6,NA,2022-07-22 19:00:00,NA,"Lake, Reservoir, Impoundment",NA,"16020310",NA,NA,NA,NA,"41.22086110000000","-112.7663889000000","24000",".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4216.93,"feet",0.1,"feet","Reported method of determination.","NAVD88","US","49","003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",41.2208611,-112.7663889,"OK","N","WATER","NITRATE","Unknown",0.354,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.354,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"239","D8083-16","ASTM","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-BORLP210920-5952422-0923-29-C","Quality Control Sample-Field Blank","Water",NA,2021-09-23,"15:15:00","MST",NA,NA,NA,"Bottom",NA,NA,NA,NA,NA,NA,NA,"306","Cooperative Monitoring","Bureau of Reclamation","UTAHDWQ_WQX-5952422","Bureau of Reclamation Lake Powell QAQC Blank",NA,NA,NA,NA,"40.7741300000","-111.9478900000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-933819059","Not Detected","as N","Nitrogen","Dissolved",NA,"mg/L","U","Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not detected/reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,NA,"Utah DOH Division of Epidemilogy and Laboratory Services",2021-10-08,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-BORLP210920-5952422-0923-29-C/results/933819059/resdetectqntlmts","Lower Reporting Limit",0.2,"mg/L",NA,"2022-03-30 14:18:47.0","STORET",7,NA,2021-09-23 22:15:00,NA,"Lake","Field Blank","16020204",NA,NA,NA,NA,"40.7741300000","-111.9478900000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","035",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will include sampling performed routinely by our federal, state, and local governmental cooperating agencies.",NA,"N",NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.77413,-111.94789,"OK","N","WATER","NITROGEN","Unknown",0.2,"Result Value/Unit Copied from Detection Limit","MG/L","Nonstandardized","AS N","Valid","Valid","DISSOLVED","Valid",0.2,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Non-Detect"
"240","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02200834","Sample-Routine","Water","Surface Water",2022-04-07,"14:45:00","MDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"U.S. Geological Survey-Water Resources Discipline","USGS-10010026",NA,NA,NA,"Stable, normal stage","Routine sample",NA,NA,"55","USGS parameter code 82398","Composite - Multiple point samples",NA,"Other","NWIS-123349298","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.354,"mg/l asNO3",NA,NA,"NWIS",6,NA,2022-04-07 20:45:00,NA,"Lake, Reservoir, Impoundment",NA,"16020310",NA,NA,NA,NA,"41.22086110000000","-112.7663889000000",NA,".5","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",4216.93,"feet",0.1,"feet","Reported method of determination.","NAVD88","US","49","003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",41.2208611,-112.7663889,"OK","N","WATER","NITRATE","Unknown",0.354,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.354,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"241","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02200797","Sample-Routine","Water","Surface Water",2022-03-23,"12:00:00","MDT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"National Water Quality Assessment Program (NAWQA)",NA,"U.S. Geological Survey","USGS-10172200",NA,NA,NA,"Stable, normal stage","Routine sample",NA,NA,"70","USGS parameter code 82398","Grab sample  (dip)",NA,"Open-Mouth Bottle","NWIS-123318599","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.044,"mg/l asNO3",NA,NA,"NWIS",6,NA,2022-03-23 18:00:00,NA,"Stream",NA,"16020204",7.25,"sq mi",NA,NA,"40.77994627000000","-111.8060450000000","24000","1","seconds","Interpolated from MAP.","NAD83",5403.38,"feet",0.18,"feet","GNSS2 - Level 2 Quality Survey Grade Global Navigation Satellite System","NAVD88","US","49","035",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.77994627,-111.806045,"OK","N","WATER","NITRATE","Unknown",0.044,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.044,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"242","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02200841","Sample-Routine","Water","Groundwater",2022-01-19,"15:00:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS - Utah Water Science Center","USGS-371128113160301",NA,NA,NA,"Not applicable","Routine sample",NA,NA,"8040","USGS parameter code 82398","Spigot",NA,"Other","NWIS-123358197","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.177,"mg/l asNO3",NA,NA,"NWIS",7,NA,2022-01-19 22:00:00,NA,"Well",NA,"15010008",NA,NA,NA,NA,"37.19102220000000","-113.2673722000000","24000",".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",3120,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US","49","053","Colorado Plateaus aquifers",NA,"Coconino Sandstone of Aubrey Group","Unconfined single aquifer","19720515",237.4,"ft",522,"ft",NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",37.1910222,-113.2673722,"OK","N","WATER","NITRATE","Unknown",0.177,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.177,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"243","ALGOR","USGS","USGS-UT","USGS Utah Water Science Center","nwisut.01.02200838","Sample-Routine","Water","Groundwater",2022-01-22,"09:15:00","MST",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"USGS - Utah Water Science Center","USGS-371128113160301",NA,NA,NA,"Not applicable","Routine sample",NA,NA,"8040","USGS parameter code 82398","Spigot",NA,"Other","NWIS-123358071","Not Detected",NA,"Nitrate","Dissolved",NA,NA,NA,"Preliminary",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"71851",NA,NA,NA,NA,NA,NA,NA,NA,"Computation by NWIS algorithm",NA,"NWIS User's Manual, QW System, Section 3.6.7",NA,NA,NA,NA,"Historical Lower Reporting Limit",0.177,"mg/l asNO3",NA,NA,"NWIS",7,NA,2022-01-22 16:15:00,NA,"Well",NA,"15010008",NA,NA,NA,NA,"37.19102220000000","-113.2673722000000","24000",".1","seconds","Mapping grade GPS unit (handheld accuracy range 12 to 40 ft)","NAD83",3120,"feet",20,"feet","Interpolated from topographic map.","NGVD29","US","49","053","Colorado Plateaus aquifers",NA,"Coconino Sandstone of Aubrey Group","Unconfined single aquifer","19720515",237.4,"ft",522,"ft",NA,NA,NA,NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",37.1910222,-113.2673722,"OK","N","WATER","NITRATE","Unknown",0.177,"Result Value/Unit Copied from Detection Limit","MG/L ASNO3","Nonstandardized",NA,"Nonstandardized","Nonstandardized","DISSOLVED","Valid",0.177,"MG/L ASNO3","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Censored but not Categorized"
"244","D8083-16","ASTM","UTAHDWQ_WQX","Utah Department Of Environmental Quality","UTAHDWQ_WQX-LAKES201019-4930007-1020-4-C","Quality Control Sample-Field Blank","Water",NA,2020-10-20,"16:00:00","MST",NA,NA,NA,"Surface",NA,NA,NA,NA,NA,NA,NA,"302","Targeted","Division of Water Quality","UTAHDWQ_WQX-4930007","Clean Lakes equipment blank Kemmerer",NA,NA,NA,NA,"40.7741300000","-111.9478900000","DWQ-001","UTAHDWQ_WQX","Water Grab Sampling",NA,"Miscellaneous (Other)","STORET-911549485","Not Detected","as N","Nitrogen","Total",NA,"mg/L","U","Accepted",NA,"Actual",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not detected/reported",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Standard Test Method for Total Nitrogen, and Total Kjeldahl Nitrogen (TKN) by Calculation, in Water by High Temperature",NA,NA,"Utah DOH Division of Epidemilogy and Laboratory Services",2020-10-28,NA,"https://www.waterqualitydata.us/data/providers/STORET/organizations/UTAHDWQ_WQX/activities/UTAHDWQ_WQX-LAKES201019-4930007-1020-4-C/results/911549485/resdetectqntlmts","Lower Reporting Limit",0.2,"mg/L",NA,"2021-09-01 12:36:11.0","STORET",7,NA,2020-10-20 23:00:00,NA,"Lake","Equipment Blank","16020204",NA,NA,NA,NA,"40.7741300000","-111.9478900000",NA,NA,NA,"GPS-Unspecified","NAD83",NA,NA,NA,NA,NA,NA,"US","49","035",NA,NA,NA,NA,NA,NA,NA,NA,NA,"as N","This will cover many monitoring events including any routine monitoring with the purpose of identifying stressors or causes of impairment such as the basin intensives, TMDL studies.","Targeted - A targeted sample is where a ""sample"" of the subject matter, be that people, plants/animals etc is selected using certain criteria, i.e. pregnant mothers between the ages of 25-30. Targeted samples are usually used by businesses or companies carrying out surveys on a particular group of people.",NA,NA,NA,NA,FALSE,"Flag","No threshold available","No threshold available",40.77413,-111.94789,"OK","N","WATER","NITROGEN","Unknown",0.2,"Result Value/Unit Copied from Detection Limit","MG/L","Nonstandardized","AS N","Valid","Valid","TOTAL","Valid",0.2,"MG/L","Numeric",NA,NA,"ND or NA",NA,NA,"ND or NA",NA,NA,"ND or NA","Non-Detect"
